2016-10-17_13-44-22

,Creating agents: 1000,Using opinion dynamic: DEGROOT,Creating Social Network: Watts beta,Event Memory: 10 ,Objective Risk: 1.0E-4 
0,9.999881926347313E-5,2.914747248680012E-6,1.049857942646089E-4,9.500330038333485E-5
1,1.000375841854903E-4,2.3778635610566796E-6,1.0494862237892498E-4,9.500330038333485E-5
2,9.990429364915024E-5,1.0076360816134706E-6,1.0382883387475682E-4,9.511532765772443E-5
3,9.992376406441456E-5,9.138368507781318E-7,1.0302795523758101E-4,9.549372071822067E-5
4,9.997263276199896E-5,4.787130381811298E-7,1.017008047130316E-4,9.839597890658929E-5
5,9.995782868346127E-5,3.235854746660205E-7,1.0112294935823681E-4,9.870381792195677E-5
6,9.994470604050219E-5,2.4066054328509435E-7,1.0078451240119866E-4,9.921615086655336E-5
7,9.994612544169542E-5,2.245408688309431E-7,1.0073764934983415E-4,9.924211811184898E-5
8,9.996408804199189E-5,1.6629537087308084E-7,1.005967830156559E-4,9.948349695761836E-5
9,9.994896784773505E-5,1.1410954041099364E-7,1.0039202648106566E-4,9.964351604669334E-5
10,9.994830792815544E-5,1.051086607403779E-7,1.0039202648106566E-4,9.969850714471483E-5
11,9.995233582489943E-5,8.222957694130812E-8,1.0033817421429093E-4,9.974291128473441E-5
12,9.99520681499677E-5,6.497538689714305E-8,1.0023657953490469E-4,9.976298365840826E-5
13,9.99505905650481E-5,5.1902628326198395E-8,1.0017263822681545E-4,9.983629769962368E-5
14,9.995043489104692E-5,4.3293194155619644E-8,1.0017263822681545E-4,9.98549099104719E-5
15,9.995147795745925E-5,3.4590131907515487E-8,1.001175988590803E-4,9.987876747245604E-5
16,9.99507765221756E-5,3.0418434092253866E-8,1.0007891377454183E-4,9.987969945702128E-5
17,9.995035963302169E-5,2.5316276013799168E-8,1.0006512015159051E-4,9.990044812583587E-5
18,9.995048573164423E-5,1.9149532968190508E-8,1.0003311710084722E-4,9.991083338317914E-5
19,9.995024691389627E-5,1.7717813063142276E-8,1.0003311710084722E-4,9.991083338317914E-5
20,9.995013146143134E-5,1.4209426144676973E-8,1.0001360043021009E-4,9.992027931320808E-5
21,9.995004794837371E-5,1.0670603729651958E-8,9.999605499186972E-5,9.993075342533334E-5
22,9.994997157930292E-5,9.064080703867002E-9,9.998953900708252E-5,9.993075342533334E-5
23,9.995008615902622E-5,7.46396772492869E-9,9.99847000510036E-5,9.993075342533334E-5
24,9.994997292410405E-5,6.959393419169418E-9,9.99847000510036E-5,9.993327835695605E-5
25,9.994993505591615E-5,5.4880482618639E-9,9.997384267831284E-5,9.993888693433048E-5
26,9.994989371380736E-5,4.998329627157812E-9,9.997384267831284E-5,9.993888693433048E-5
27,9.994989649596617E-5,4.450320284091017E-9,9.997204741428522E-5,9.99418633478827E-5
28,9.994981931702502E-5,3.444671990225799E-9,9.996683408029635E-5,9.99430886987432E-5
