2016-10-17_12-34-14

,Creating agents: 1000,Using opinion dynamic: DEGROOT,Creating Social Network: Watts beta,Event Memory: 10 ,Objective Risk: 1.0E-4 
0,9.994411005469933E-5,2.929532480992933E-6,1.0499793261825869E-4,9.50107082903159E-5
1,1.000736808037679E-4,2.456754181825355E-6,1.0499793261825869E-4,9.50208285098312E-5
2,9.995523623159642E-5,9.346182701317574E-7,1.0300393368315881E-4,9.637665962088622E-5
3,9.997202233969509E-5,8.650752679053083E-7,1.028196103288739E-4,9.709644749932038E-5
4,1.0000898093727857E-4,4.402345674564511E-7,1.0134840990590623E-4,9.842060266655984E-5
5,1.0002187189825967E-4,2.9101712813131703E-7,1.0092036176148481E-4,9.90257893348914E-5
6,9.999868912759631E-5,1.737682040092476E-7,1.0074139434148788E-4,9.938807801728104E-5
7,1.0000938364481081E-4,1.4750567388724904E-7,1.0045433320549583E-4,9.946560120662172E-5
8,1.0001351750227207E-4,1.0910108811039793E-7,1.0032308297715008E-4,9.969775738675308E-5
9,1.0001240893995954E-4,9.25851982256215E-8,1.002886120882466E-4,9.970629479600416E-5
10,1.0001102747539219E-4,6.914351216399392E-8,1.0024116012042625E-4,9.979967866037532E-5
11,1.0001151952090733E-4,5.029704716867434E-8,1.0021672182194663E-4,9.984365572355973E-5
12,1.0001237433037619E-4,4.239262309010274E-8,1.0013621452398647E-4,9.986681455861265E-5
13,1.000115136240617E-4,2.7906005645041186E-8,1.0011045303524044E-4,9.993241035504314E-5
14,1.0001156960054578E-4,2.7511915444775E-8,1.0011045303524044E-4,9.993241035504314E-5
15,1.0001143219614297E-4,1.919445784235175E-8,1.0008405502181278E-4,9.994526321540183E-5
16,1.0001145950510816E-4,1.6830216460045397E-8,1.0007997743628056E-4,9.99580996184669E-5
17,1.0001123629795442E-4,1.1953324101698116E-8,1.0005469281440269E-4,9.997176084494439E-5
18,1.0001132638727281E-4,1.0526844298838697E-8,1.0005469281440269E-4,9.997493348804336E-5
19,1.0001122977450696E-4,9.117215999349167E-9,1.0005102654813195E-4,9.997993539277272E-5
20,1.0001126545592193E-4,7.625447244118382E-9,1.0003988908009944E-4,9.998135140359247E-5
21,1.0001114829722899E-4,5.645536602664496E-9,1.0003252611921652E-4,9.998036923353532E-5
22,1.0001122573689759E-4,4.791546735463247E-9,1.0003156398300244E-4,9.999084236937568E-5
23,1.0001126410938042E-4,3.7568209621307105E-9,1.000268964581102E-4,9.999570764253644E-5
24,1.0001121385295294E-4,3.5112015860283687E-9,1.0002528281670016E-4,9.999614552806635E-5
25,1.0001126511945158E-4,2.586268501712093E-9,1.0002122534318802E-4,1.0000054015736806E-4
26,1.0001123788527208E-4,2.2893151387644825E-9,1.0001939450032221E-4,1.0000134974164672E-4
27,1.0001127561563374E-4,1.8885531388692706E-9,1.0001870492598284E-4,1.0000321301067645E-4
28,1.0001124281587564E-4,1.6000597596318295E-9,1.0001807902423601E-4,1.0000392762510485E-4
29,1.0001126210204496E-4,1.2425332912579385E-9,1.0001683882899723E-4,1.000059872651523E-4
30,1.0001125926436173E-4,1.0964169090570454E-9,1.000160069628407E-4,1.0000648348517294E-4
31,1.0001127174849106E-4,8.925834023616896E-10,1.0001474179021918E-4,1.0000758506981416E-4
32,1.0001126496008171E-4,7.505109886714789E-10,1.0001392552199547E-4,1.0000791247883287E-4
33,1.0001126572253333E-4,6.287778680096193E-10,1.0001385420864428E-4,1.0000842628478518E-4
34,1.0001127493233307E-4,5.17431633168206E-10,1.0001331721796914E-4,1.0000913941879858E-4
35,1.000112668598086E-4,4.282475423092705E-10,1.0001296809120693E-4,1.0000906163265305E-4
36,1.0001126910683178E-4,3.2426693033463274E-10,1.0001248892671954E-4,1.0000974845706741E-4
37,1.0001126759183529E-4,3.1174094440868474E-10,1.0001248892671954E-4,1.0000974845706741E-4
38,1.0001127114764609E-4,2.4049598272186255E-10,1.000122955186272E-4,1.0001033941456827E-4
39,1.0001126950791044E-4,2.1213858119764344E-10,1.000122955186272E-4,1.00010281398121E-4
40,1.0001127571619624E-4,1.7737480957972876E-10,1.0001199234533244E-4,1.0001050247344881E-4
41,1.0001127338034011E-4,1.415683700919178E-10,1.0001193392389106E-4,1.0001058934418364E-4
42,1.0001127658356047E-4,1.2058826964287184E-10,1.0001175431949284E-4,1.0001069319864253E-4
43,1.0001127562194674E-4,1.0472099171637334E-10,1.0001167552727186E-4,1.000108389953992E-4
44,1.0001127620930805E-4,8.194552051390219E-11,1.0001163308780447E-4,1.0001094799997985E-4
45,1.0001127540199448E-4,6.454336554713324E-11,1.0001153602717329E-4,1.0001102037512284E-4
46,1.0001127588034339E-4,5.374662713871409E-11,1.000114799306511E-4,1.0001105852487532E-4
47,1.0001127571296018E-4,4.8253192228402386E-11,1.000114799306511E-4,1.0001107641151922E-4
48,1.0001127636679696E-4,3.9531178758506074E-11,1.0001144149172149E-4,1.0001110282790781E-4
49,1.0001127639308855E-4,3.2462377847442995E-11,1.0001142015963572E-4,1.0001115675578339E-4
50,1.0001127672952147E-4,3.013789987074362E-11,1.0001139908398986E-4,1.0001116379889777E-4
51,1.0001127688748724E-4,2.4702659345534376E-11,1.0001138091096174E-4,1.0001116973879834E-4
52,1.0001127682071299E-4,2.143581087008798E-11,1.0001135420171805E-4,1.0001119288746658E-4
53,1.0001127696932004E-4,1.7235777163681574E-11,1.0001134317909404E-4,1.000111997995824E-4
54,1.0001127703521889E-4,1.472372547730423E-11,1.0001133375928399E-4,1.0001121374895852E-4,
 Job ended.,2016-10-17_12-34-19
